article_id,category_id,created_at_ts,publisher_id,words_count
98,1,1372802302000,0,162
99,1,1372677143000,0,186
100,1,1372886962000,0,267
101,1,1374169123000,0,148
102,1,1372929919000,0,210
103,1,1372756173000,0,252
104,1,1373644113000,0,227
105,1,1373542968000,0,218
106,1,1372960870000,0,165
107,1,1374139167000,0,296
108,1,1372867932000,0,160
109,1,1375219676000,0,228
110,1,1372698478000,0,270
111,1,1374500335000,0,188
112,1,1373457764000,0,175
113,1,1374402861000,0,280
114,1,1375368564000,0,123
115,1,1375805744000,0,241
116,1,1375348555000,0,183
117,1,1375446904000,0,259
118,1,1375355622000,0,155
119,1,1375436540000,0,200
120,1,1377856555000,0,202
121,1,1378836835000,0,152
122,1,1378911140000,0,221
123,1,1378472522000,0,187
124,1,1379327531000,0,242
125,1,1378460105000,0,163
126,1,1378895680000,0,214
127,1,1379930875000,0,266
128,1,1378920227000,0,98
129,1,1378800493000,0,153
130,1,1380456892000,0,216
131,1,1380362056000,0,215
132,1,1378372859000,0,170
133,1,1379508132000,0,176
134,1,1379669326000,0,181
135,1,1378638111000,0,210
136,1,1380015393000,0,271
137,1,1378998273000,0,187
138,1,1378925599000,0,282
139,1,1378409391000,0,211
140,1,1380284014000,0,271
141,1,1380212560000,0,223
142,1,1378391384000,0,192
143,1,1380577487000,0,239
144,1,1378753932000,0,208
145,1,1378381201000,0,187
146,1,1380521620000,0,213
147,1,1383062853000,0,142
148,1,1382353068000,0,130
149,1,1380661987000,0,159
150,1,1382443462000,0,215
151,1,1382709300000,0,232
152,1,1381407002000,0,145
153,1,1382010779000,0,107
154,1,1383215708000,0,187
155,1,1381241589000,0,222
156,1,1381829105000,0,240
157,1,1382619465000,0,217
158,1,1383065144000,0,282
159,1,1380620682000,0,168
160,1,1382882094000,0,208
161,1,1383083371000,0,234
162,1,1380797986000,0,218
163,1,1383202080000,0,244
164,1,1381055069000,0,157
165,1,1383247374000,0,218
166,1,1382001660000,0,171
167,1,1382612248000,0,156
168,1,1382028516000,0,180
169,1,1383043310000,0,151
170,1,1381266279000,0,227
171,1,1382375774000,0,171
172,1,1383827112000,0,141
173,1,1384605641000,0,206
174,1,1385222548000,0,183
175,1,1384783115000,0,221
176,1,1385390672000,0,159
177,1,1383932732000,0,239
178,1,1384687396000,0,151
179,1,1384005901000,0,190
180,1,1384093127000,0,160
181,1,1384424356000,0,246
182,1,1385164776000,0,164
183,1,1385039095000,0,201
184,1,1384208121000,0,184
185,1,1383738022000,0,197
186,1,1384898071000,0,222
187,1,1383395927000,0,168
188,1,1383560972000,0,142
189,1,1385551164000,0,218
190,1,1385728765000,0,283
191,1,1384797989000,0,201
192,1,1384969242000,0,119
193,1,1383301733000,0,244
194,1,1384959126000,0,161
195,1,1383393441000,0,183
196,1,1385738132000,0,168
197,1,1385647290000,0,207
198,1,1383328228000,0,186
199,1,1384016564000,0,246
200,1,1387539898000,0,230
201,1,1387809233000,0,242
202,1,1388488675000,0,177
203,1,1387710450000,0,233
204,1,1387891662000,0,189
205,1,1388247576000,0,185
206,1,1387717638000,0,237
207,1,1386588105000,0,172
208,1,1387711548000,0,187
209,1,1387641275000,0,196
210,1,1386514648000,0,170
211,1,1387470366000,0,173
212,1,1387723313000,0,169
213,1,1387714854000,0,281
214,1,1387841352000,0,178
215,1,1387821080000,0,236
216,1,1386429794000,0,239
217,1,1386069766000,0,222
218,1,1387223184000,0,228
219,1,1386244263000,0,229
220,1,1387202098000,0,196
221,1,1387713536000,0,225
222,1,1387024824000,0,244
223,1,1386682589000,0,172
224,1,1386544086000,0,193
225,1,1386879601000,0,167
226,1,1388507863000,0,215
227,1,1387358897000,0,220
228,1,1386425671000,0,159
229,1,1388856827000,0,205
230,1,1389094609000,0,229
231,1,1390846039000,0,200
232,1,1389118731000,0,198
233,1,1388751991000,0,134
234,1,1389006947000,0,245
235,1,1389288156000,0,196
236,1,1389786493000,0,175
237,1,1389385494000,0,180
238,1,1390130453000,0,181
239,1,1390651798000,0,272
240,1,1388750821000,0,205
241,1,1388535286000,0,161
242,1,1390766689000,0,112
243,1,1391082034000,0,244
244,1,1390497218000,0,181
245,1,1391019687000,0,155
246,1,1389540490000,0,226
247,1,1388754031000,0,232
248,1,1390145893000,0,200
249,1,1389031320000,0,231
250,1,1390504860000,0,148
251,1,1390506330000,0,184
252,1,1388840143000,0,182
253,1,1391076465000,0,218
254,1,1389349489000,0,239
255,1,1390569181000,0,227
256,1,1389880377000,0,168
257,1,1390219950000,0,208
258,1,1390406534000,0,177
259,1,1388770268000,0,181
260,1,1393451251000,0,207
261,1,1392642789000,0,182
262,1,1391525066000,0,206
263,1,1393423644000,0,214
264,1,1391347460000,0,153
265,1,1392715393000,0,165
266,1,1392849800000,0,176
267,1,1393580015000,0,273
268,1,1392284699000,0,256
269,1,1391803352000,0,176
270,1,1392154723000,0,415
271,1,1392045725000,0,188
272,1,1392662222000,0,187
273,1,1393161650000,0,262
274,1,1391624534000,0,206
275,1,1392027909000,0,193
276,1,1393508416000,0,201
277,1,1392474918000,0,195
278,1,1393584621000,0,198
279,1,1392888445000,0,188
280,1,1393582759000,0,193
281,1,1392218779000,0,299
282,1,1391515798000,0,216
283,1,1392036581000,0,215
284,1,1391797467000,0,260
285,1,1393360614000,0,243
286,1,1391616484000,0,235
287,1,1392818220000,0,119
288,1,1392717983000,0,229
289,1,1394363523000,0,218
290,1,1396174882000,0,255
291,1,1394100414000,0,217
292,1,1393963102000,0,194
293,1,1395313230000,0,292
294,1,1394210182000,0,227
295,1,1393764150000,0,191
296,1,1395948986000,0,182
297,1,1394432529000,0,247
298,1,1395842000000,0,158
299,1,1393874968000,0,285
300,1,1394190032000,0,190
301,1,1394968196000,0,286
302,1,1398267685000,0,197
303,1,1397306037000,0,191
304,1,1397818691000,0,169
305,1,1397471847000,0,217
306,1,1397502177000,0,179
307,1,1397212396000,0,183
308,1,1398764949000,0,193
309,1,1396996113000,0,326
310,1,1397554000000,0,179
311,1,1398357422000,0,228
312,1,1396378411000,0,220
313,1,1398244395000,0,164
314,1,1398187450000,0,230
315,1,1396891900000,0,183
316,1,1397663403000,0,221
317,1,1396528877000,0,247
318,1,1397222339000,0,177
319,1,1397206685000,0,253
320,1,1398797720000,0,201
321,1,1397646457000,0,179
322,1,1398279905000,0,240
323,1,1398371468000,0,290
324,1,1399678065000,0,223
325,1,1400585549000,0,208
326,1,1399892141000,0,315
327,1,1399471193000,0,214
328,1,1401364781000,0,250
329,1,1399207085000,0,172
330,1,1400800529000,0,222
331,1,1399895644000,0,233
332,1,1399718640000,0,164
333,1,1401050746000,0,224
334,1,1400500940000,0,158
335,1,1401361979000,0,237
336,1,1400581423000,0,285
337,1,1399306462000,0,221
338,1,1399654960000,0,233
339,1,1400760788000,0,260
340,1,1400070857000,0,202
341,1,1400246931000,0,188
342,1,1400245869000,0,203
343,1,1400005976000,0,237
344,1,1401120157000,0,203
345,1,1401019873000,0,215
346,1,1401040222000,0,180
347,1,1400343782000,0,197
348,1,1401479612000,0,291
349,1,1401473451000,0,168
350,1,1402081034000,0,223
351,1,1403652086000,0,167
352,1,1402160888000,0,213
353,1,1401621487000,0,179
354,1,1402335551000,0,219
355,1,1403442435000,0,192
356,1,1402340449000,0,210
357,1,1402230033000,0,223
358,1,1404041816000,0,191
359,1,1403967848000,0,213
360,1,1403347756000,0,154
361,1,1401801182000,0,239
362,1,1404165992000,0,261
363,1,1402568456000,0,265
364,1,1402910171000,0,152
365,1,1403611072000,0,148
366,1,1403815468000,0,175
367,1,1402916556000,0,165
368,1,1403108297000,0,202
369,1,1402512762000,0,209
370,1,1402223268000,0,200
371,1,1405703355000,0,235
372,1,1405599042000,0,188
373,1,1405191052000,0,280
374,1,1406547637000,0,268
375,1,1405938307000,0,183
376,1,1405420171000,0,249
377,1,1404256426000,0,181
378,1,1404394969000,0,210
379,1,1404236020000,0,203
380,1,1404648397000,0,191
381,1,1405550910000,0,216
382,1,1406151194000,0,286
383,1,1405448500000,0,211
384,1,1404425728000,0,220
385,1,1404250129000,0,208
386,1,1404293362000,0,217
387,1,1404474984000,0,226
388,1,1406110946000,0,199
389,1,1405335489000,0,129
390,1,1406136079000,0,269
391,1,1404919325000,0,165
392,1,1406663728000,0,228
393,1,1408035786000,0,237
394,1,1407320451000,0,303
395,1,1407502544000,0,184
396,1,1408571053000,0,235
397,1,1408359453000,0,250
398,1,1407153340000,0,215
399,1,1409167432000,0,259
400,1,1406977604000,0,189
401,1,1407324563000,0,179
402,1,1408473722000,0,229
403,1,1408055809000,0,244
404,1,1409224912000,0,220
405,1,1408443616000,0,215
406,1,1408809071000,0,297
407,1,1408791272000,0,327
408,1,1409269107000,0,255
409,1,1407760217000,0,176
410,1,1408574632000,0,163
411,1,1409153365000,0,230
412,1,1408622618000,0,151
413,1,1408447619000,0,258
414,1,1408279902000,0,203
415,1,1408541453000,0,221
416,1,1409254746000,0,179
417,1,1408810746000,0,200
418,1,1409480714000,0,219
419,1,1408404790000,0,196
420,1,1409999045000,0,253
421,1,1409741290000,0,181
422,1,1410894780000,0,202
423,1,1411473938000,0,225
424,1,1410172671000,0,155
425,1,1409747538000,0,326
426,1,1410346919000,0,167
427,1,1411383741000,0,174
428,1,1411646370000,0,173
429,1,1412015879000,0,182
430,1,1411062448000,0,271
431,1,1410608049000,0,233
432,1,1409761268000,0,183
433,1,1411829724000,0,149
434,1,1410908929000,0,184
435,1,1411226214000,0,237
436,1,1410820550000,0,229
437,1,1409943074000,0,200
438,1,1409914309000,0,190
439,1,1411651512000,0,213
440,1,1409655685000,0,168
441,1,1411392136000,0,156
442,1,1412678213000,0,219
443,1,1414688293000,0,176
444,1,1413550270000,0,194
445,1,1412895357000,0,229
446,1,1414091412000,0,232
447,1,1414435056000,0,220
448,1,1412333442000,0,156
449,1,1413324540000,0,236
450,1,1414152300000,0,252
451,1,1413729788000,0,262
452,1,1414236580000,0,173
453,1,1413670464000,0,227
454,1,1412809781000,0,161
455,1,1414010485000,0,233
456,1,1414531325000,0,303
457,1,1414681329000,0,242
458,1,1412196860000,0,215
459,1,1412166571000,0,206
460,1,1413813186000,0,235
461,1,1414520572000,0,245
462,1,1416752474000,0,252
463,1,1417206833000,0,192
464,1,1414940222000,0,153
465,1,1416920795000,0,170
466,1,1415999127000,0,198
467,1,1415130846000,0,230
468,1,1415726982000,0,188
469,1,1415626421000,0,160
470,1,1417212378000,0,227
471,1,1416251586000,0,164
472,1,1415705497000,0,242
473,1,1415399586000,0,198
474,1,1414873070000,0,199
475,1,1416294001000,0,217
476,1,1416172241000,0,237
477,1,1415632130000,0,201
478,1,1416837782000,0,142
479,1,1414959796000,0,283
480,1,1415550583000,0,166
481,1,1415791362000,0,203
482,1,1415219516000,0,132
483,1,1414927070000,0,272
484,1,1416846141000,0,254
485,1,1415700057000,0,174
486,1,1415540251000,0,234
487,1,1414942084000,0,284
488,1,1414970352000,0,346
489,1,1416833305000,0,204
490,1,1417113575000,0,185
491,1,1415114271000,0,190
492,1,1416334123000,0,219
493,1,1415367501000,0,231
494,1,1415885127000,0,217
495,1,1418643468000,0,230
496,1,1417779520000,0,216
497,1,1417526601000,0,207
498,1,1418383832000,0,189
499,1,1417451634000,0,206
500,1,1418385898000,0,192
501,1,1417696849000,0,343
502,1,1417477536000,0,205
503,1,1419513388000,0,137
504,1,1418897705000,0,157
505,1,1418902719000,0,215
506,1,1417884418000,0,244
507,1,1418657284000,0,228
508,1,1418771540000,0,304
509,1,1417440309000,0,142
510,1,1418339941000,0,180
511,1,1418943723000,0,213
512,1,1417503601000,0,159
513,1,1419781503000,0,196
514,1,1419356351000,0,256
515,1,1417642702000,0,298
516,1,1419332608000,0,157
517,1,1419723443000,0,270
518,1,1418649563000,0,171
519,1,1418907346000,0,215
520,1,1419766659000,0,222
521,1,1419173203000,0,145
522,1,1419777106000,0,205
523,1,1418491949000,0,179
524,1,1420032289000,0,190
525,1,1420025516000,0,304
526,1,1419001467000,0,279
527,1,1417477606000,0,237
528,1,1419339796000,0,198
529,1,1419859277000,0,232
530,1,1422445717000,0,179
531,1,1421782244000,0,236
532,1,1422458450000,0,264
533,1,1421850479000,0,197
534,1,1422110357000,0,209
535,1,1422107682000,0,200
536,1,1421521512000,0,192
537,1,1420486472000,0,234
538,1,1422707460000,0,193
539,1,1421270170000,0,438
540,1,1421852102000,0,171
541,1,1420073104000,0,215
542,1,1420537983000,0,175
543,1,1421763702000,0,206
544,1,1422718146000,0,233
545,1,1420296904000,0,241
546,1,1420120022000,0,187
547,1,1420663618000,0,237
548,1,1421873533000,0,218
549,1,1421237653000,0,218
550,1,1422097968000,0,197
551,1,1422563443000,0,267
552,1,1420744832000,0,215
553,1,1422617508000,0,179
554,1,1422361439000,0,172
555,1,1420796763000,0,255
556,1,1422370590000,0,162
557,1,1421927584000,0,240
558,1,1421421056000,0,248
559,1,1420288715000,0,258
560,1,1420979170000,0,161
561,1,1422362441000,0,192
562,1,1420821446000,0,183
563,1,1421707849000,0,206
564,1,1423221137000,0,251
565,1,1423152986000,0,236
566,1,1423616058000,0,235
567,1,1424089735000,0,191
568,1,1423879609000,0,163
569,1,1423836074000,0,212
570,1,1424093913000,0,209
571,1,1423954753000,0,144
572,1,1424563158000,0,186
573,1,1425034202000,0,189
574,1,1424720481000,0,220
575,1,1422991104000,0,216
576,1,1422800389000,0,174
577,1,1425128406000,0,185
578,1,1425149900000,0,206
579,1,1423601914000,0,154
580,1,1423483267000,0,213
581,1,1424883225000,0,213
582,1,1423653968000,0,235
583,1,1422877668000,0,218
584,1,1423480072000,0,175
585,1,1424201108000,0,188
586,1,1422877166000,0,201
587,1,1424686784000,0,215
588,1,1422888700000,0,196
589,1,1424555458000,0,285
590,1,1422887781000,0,237
591,1,1423491386000,0,217
592,1,1423743153000,0,203
593,1,1425396961000,0,153
594,1,1426357528000,0,145
595,1,1425380409000,0,170
596,1,1426090530000,0,172
597,1,1425749956000,0,188
598,1,1426443309000,0,143
599,1,1426779495000,0,182
600,1,1426971170000,0,178
601,1,1426258186000,0,208
602,1,1427456035000,0,232
603,1,1426680881000,0,243
604,1,1425289924000,0,274
605,1,1427469369000,0,217
606,1,1425292157000,0,279
607,1,1425303683000,0,192
608,1,1427216985000,0,237
609,1,1426362734000,0,208
610,1,1425658596000,0,266
611,1,1429610677000,0,163
612,1,1429123916000,0,167
613,1,1428575616000,0,173
614,1,1428057735000,0,247
615,1,1429370685000,0,187
616,1,1429353627000,0,178
617,1,1428945855000,0,147
618,1,1428838119000,0,248
619,1,1429305381000,0,199
620,1,1428154218000,0,224
621,1,1428436963000,0,274
622,1,1427995835000,0,174
623,1,1428187144000,0,231
624,1,1429722443000,0,209
625,1,1429091421000,0,192
626,1,1428511342000,0,199
627,1,1428053904000,0,186
628,1,1430333521000,0,161
629,1,1429817576000,0,140
630,1,1428918173000,0,206
631,1,1428399500000,0,180
632,1,1430148857000,0,200
633,1,1432254839000,0,204
634,1,1431272599000,0,253
635,1,1430751193000,0,185
636,1,1431340250000,0,265
637,1,1431688184000,0,171
638,1,1431514220000,0,158
639,1,1432550391000,0,229
640,1,1431962517000,0,177
641,1,1432291594000,0,199
642,1,1432828008000,0,168
643,1,1431009495000,0,175
644,1,1430488650000,0,242
645,1,1432303178000,0,148
646,1,1431356310000,0,189
647,1,1432376197000,0,219
648,1,1432392959000,0,206
649,1,1431081623000,0,177
650,1,1430601196000,0,166
651,1,1431946443000,0,200
652,1,1432640670000,0,155
653,1,1431439671000,0,178
654,1,1431521073000,0,216
655,1,1431359142000,0,203
656,1,1430735416000,0,257
657,1,1432665344000,0,256
658,1,1431586802000,0,161
659,1,1431871438000,0,195
660,1,1432475205000,0,156
661,1,1432205291000,0,200
662,1,1432574702000,0,187
663,1,1432219159000,0,169
664,1,1431255519000,0,55
665,1,1433351899000,0,172
666,1,1433934983000,0,206
667,1,1434109926000,0,221
668,1,1433528946000,0,175
669,1,1434286055000,0,181
670,1,1433591649000,0,267
671,1,1434989825000,0,238
672,1,1434129905000,0,180
673,1,1435229865000,0,209
674,1,1435576278000,0,294
675,1,1434743250000,0,206
676,1,1433682879000,0,254
677,1,1433265412000,0,241
678,1,1433593126000,0,176
679,1,1434396279000,0,214
680,1,1433606792000,0,193
681,1,1434293961000,0,179
682,1,1433939687000,0,202
683,1,1435125602000,0,194
684,1,1434365802000,0,232
685,1,1435302004000,0,305
686,1,1433603522000,0,195
687,1,1435247105000,0,205
688,1,1434197024000,0,203
689,1,1434447445000,0,209
690,1,1433841649000,0,226
691,1,1433189416000,0,216
692,1,1435172608000,0,236
693,1,1435668847000,0,216
694,1,1435662232000,0,274
695,1,1435418206000,0,195
696,1,1434560143000,0,159
697,1,1433522001000,0,240
698,1,1434028726000,0,155
699,1,1433871042000,0,247
700,1,1435570840000,0,201
701,1,1433929498000,0,224
702,1,1433622191000,0,223
703,1,1435161374000,0,166
704,1,1434889369000,0,198
705,1,1436702736000,0,230
706,1,1436794533000,0,242
707,1,1437983031000,0,184
708,1,1435729070000,0,224
709,1,1436784138000,0,118
710,1,1436884872000,0,199
711,1,1437668116000,0,228
712,1,1437680980000,0,172
713,1,1436013651000,0,309
714,1,1436100043000,0,182
715,1,1437754927000,0,191
716,1,1437769705000,0,180
717,1,1436368375000,0,229
718,1,1435948659000,0,183
719,1,1436439601000,0,190
720,1,1436338801000,0,202
721,1,1436112580000,0,190
722,1,1437839930000,0,477
723,1,1435843229000,0,222
724,1,1437644299000,0,201
725,1,1436699593000,0,160
726,1,1437142965000,0,257
727,1,1438334978000,0,221
728,1,1436126081000,0,184
729,1,1436436001000,0,138
730,1,1435830071000,0,192
731,1,1438367611000,0,205
732,1,1438088128000,0,219
733,1,1437733245000,0,181
734,1,1436957086000,0,244
735,1,1437492382000,0,205
736,1,1436020784000,0,228
737,1,1436198460000,0,155
738,1,1437235516000,0,284
739,1,1437149357000,0,256
740,1,1438183794000,0,182
741,1,1436541726000,0,176
742,1,1438248689000,0,213
743,1,1436973380000,0,208
744,1,1441013513000,0,143
745,1,1439892906000,0,153
746,1,1438563630000,0,183
747,1,1439445601000,0,161
748,1,1438613055000,0,164
749,1,1439532002000,0,202
750,1,1438797065000,0,168
751,1,1439928191000,0,184
752,1,1439989859000,0,216
753,1,1439394854000,0,178
754,1,1439547695000,0,182
755,1,1438519565000,0,145
756,1,1440952832000,0,234
757,1,1441030921000,0,212
758,1,1440674163000,0,179
759,1,1438856052000,0,262
760,1,1438950220000,0,257
761,1,1438799997000,0,214
762,1,1439137163000,0,212
763,1,1438696515000,0,199
764,1,1440085844000,0,199
765,1,1440154007000,0,161
766,1,1439391311000,0,170
767,1,1439755855000,0,155
768,1,1439976414000,0,219
769,1,1439588022000,0,170
770,1,1440781496000,0,193
771,1,1440765750000,0,174
772,1,1438445782000,0,200
773,1,1440498459000,0,264
774,1,1438623098000,0,207
775,1,1438892903000,0,261
776,1,1440845490000,0,190
777,1,1440955798000,0,195
778,1,1440452647000,0,227
779,1,1440685889000,0,192
780,1,1438588802000,0,215
781,1,1439029564000,0,273
782,1,1443187244000,0,208
783,1,1441108158000,0,253
784,1,1443620017000,0,230
785,1,1441795859000,0,265
786,1,1441273587000,0,196
787,1,1441974800000,0,219
788,1,1441548204000,0,326
789,1,1442053728000,0,266
790,1,1443009667000,0,329
791,1,1443267075000,0,241
792,1,1442832018000,0,174
793,1,1442406926000,0,200
794,1,1441109225000,0,187
795,1,1443621032000,0,189
796,1,1443114898000,0,258
797,1,1443606737000,0,252
798,1,1443448773000,0,222
799,1,1441213765000,0,243
800,1,1441122066000,0,230
801,1,1442578393000,0,234
802,1,1442422962000,0,206
803,1,1441286904000,0,209
804,1,1442767922000,0,206
805,1,1442914936000,0,191
806,1,1441881111000,0,207
807,1,1441363269000,0,206
808,1,1443529766000,0,175
809,1,1442070878000,0,203
810,1,1441727629000,0,222
811,1,1443093049000,0,224
812,1,1442309469000,0,276
813,1,1442383201000,0,138
814,1,1443560414000,0,198
815,1,1441102291000,0,170
816,1,1443086664000,0,197
817,1,1441893898000,0,219
818,1,1442869711000,0,237
819,1,1442498574000,0,170
820,1,1443097995000,0,300
821,1,1441124692000,0,144
822,1,1443432704000,0,187
823,1,1442568691000,0,223
824,1,1442434361000,0,197
825,1,1442601776000,0,201
826,1,1445802656000,0,116
827,1,1444654303000,0,182
828,1,1444933672000,0,133
829,1,1445793319000,0,188
830,1,1445030076000,0,204
831,1,1444059692000,0,243
832,1,1445265868000,0,237
833,1,1444341602000,0,217
834,1,1446124263000,0,209
835,1,1445943186000,0,191
836,1,1443784857000,0,196
837,1,1445004994000,0,235
838,1,1444235518000,0,179
839,1,1444998238000,0,187
840,1,1445779926000,0,131
841,1,1444815295000,0,216
842,1,1445629578000,0,185
843,1,1444598824000,0,157
844,1,1444304777000,0,320
845,1,1446228354000,0,220
846,1,1445364113000,0,223
847,1,1445621164000,0,163
848,1,1443701933000,0,208
849,1,1445104703000,0,219
850,1,1445437140000,0,236
851,1,1444901039000,0,191
852,1,1446015602000,0,253
853,1,1444728533000,0,166
854,1,1445354590000,0,277
855,1,1444734242000,0,213
856,1,1445451289000,0,238
857,1,1445076802000,0,222
858,1,1443780328000,0,208
859,1,1445794407000,0,172
860,1,1444215858000,0,137
861,1,1445015903000,0,288
862,1,1445614649000,0,146
863,1,1444644948000,0,185
864,1,1446063157000,0,248
865,1,1447070747000,0,204
866,1,1446471416000,0,159
867,1,1446468194000,0,267
868,1,1448669894000,0,246
869,1,1447244299000,0,187
870,1,1446633718000,0,263
871,1,1448388030000,0,195
872,1,1447610741000,0,166
873,1,1448360597000,0,216
874,1,1447333010000,0,200
875,1,1446473502000,0,205
876,1,1446552375000,0,229
877,1,1448542022000,0,160
878,1,1448802163000,0,155
879,1,1448561835000,0,247
880,1,1446478321000,0,220
881,1,1447843966000,0,254
882,1,1447252746000,0,256
883,1,1446570328000,0,180
884,1,1447432736000,0,149
885,1,1448447966000,0,217
886,1,1447929322000,0,246
887,1,1448516537000,0,171
888,1,1448032971000,0,177
889,1,1446668150000,0,211
890,1,1448372775000,0,244
891,1,1446644380000,0,178
892,1,1448889210000,0,162
893,1,1448383111000,0,133
894,1,1447966322000,0,188
895,1,1448274569000,0,187
896,1,1448114169000,0,200
897,1,1448133298000,0,137
898,1,1447425916000,0,207
899,1,1446546408000,0,184
900,1,1448287548000,0,219
901,1,1448922299000,0,177
902,1,1446470754000,0,169
903,1,1448207672000,0,196
904,1,1448105492000,0,154
905,1,1448881374000,0,165
906,1,1447151773000,0,162
907,1,1446733813000,0,199
908,1,1446463536000,0,258
909,1,1448637437000,0,198
910,1,1446815567000,0,304
911,1,1447240746000,0,191
912,1,1446381980000,0,216
913,1,1446398829000,0,151
914,1,1449836912000,0,191
915,1,1450949761000,0,280
916,1,1451170914000,0,153
917,1,1449573517000,0,221
918,1,1451570079000,0,185
919,1,1449482329000,0,238
920,1,1450706434000,0,165
921,1,1451341805000,0,160
922,1,1450093619000,0,171
923,1,1451316307000,0,191
924,1,1450637303000,0,146
925,1,1449061646000,0,195
926,1,1449234125000,0,211
927,1,1449934134000,0,175
928,1,1451070325000,0,173
929,1,1451508484000,0,191
930,1,1449644402000,0,177
931,1,1451048168000,0,222
932,1,1449866295000,0,177
933,1,1449859134000,0,170
934,1,1450784423000,0,234
935,1,1448985095000,0,370
936,1,1451485703000,0,218
937,1,1450293542000,0,165
938,1,1451479327000,0,229
939,1,1450162802000,0,162
940,1,1450101861000,0,153
941,1,1450529045000,0,206
942,1,1451145818000,0,180
943,1,1451389309000,0,139
944,1,1450422002000,0,213
945,1,1450214558000,0,211
946,1,1449347133000,0,203
947,1,1450035381000,0,186
948,1,1450876661000,0,187
949,1,1450994551000,0,211
950,1,1450480637000,0,191
951,1,1450535932000,0,323
952,1,1450111861000,0,178
953,1,1449524178000,0,235
954,1,1449763263000,0,199
955,1,1449672634000,0,210
956,1,1448997561000,0,271
957,1,1450296708000,0,184
958,1,1450731316000,0,214
959,1,1449436315000,0,131
960,1,1450356472000,0,271
961,1,1451602136000,0,156
962,1,1451340442000,0,153
963,1,1449084442000,0,198
964,1,1450185715000,0,182
965,1,1451488922000,0,177
966,1,1450881877000,0,214
967,1,1450114942000,0,151
968,1,1453478007000,0,182
969,1,1451824051000,0,250
970,1,1452901776000,0,197
971,1,1452786203000,0,212
972,1,1453979278000,0,162
973,1,1453205323000,0,224
974,1,1452600352000,0,171
975,1,1451648804000,0,216
976,1,1453295421000,0,233
977,1,1452722877000,0,187
978,1,1451654979000,0,215
979,1,1452599268000,0,173
980,1,1453302644000,0,221
981,1,1454020599000,0,200
982,1,1452278719000,0,161
983,1,1453734860000,0,150
984,1,1451998395000,0,248
985,1,1453249194000,0,177
986,1,1453345534000,0,178
987,1,1453907582000,0,215
988,1,1452272478000,0,223
989,1,1454162617000,0,243
990,1,1452961773000,0,236
991,1,1453751363000,0,177
992,1,1452668403000,0,206
993,1,1453396124000,0,186
994,1,1453298106000,0,169
995,1,1453136183000,0,195
